"id","vehicle_id","image_order","image_url"
"179","19XFL2H82RE002201",4,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H82RE002201/4.jpg"
"180","19XFL2H82RE002201",5,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H82RE002201/5.jpg"
"181","19XFL2H82SE037178",1,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H82SE037178/1.jpg"
"182","19XFL2H82SE037178",2,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H82SE037178/2.jpg"
"183","19XFL2H82SE037178",3,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H82SE037178/3.jpg"
"184","19XFL2H82SE037178",4,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H82SE037178/4.jpg"
"185","19XFL2H82SE037178",5,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H82SE037178/5.jpg"
"186","19XFL2H84SE019507",1,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H84SE019507/1.jpg"
"187","19XFL2H84SE019507",2,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H84SE019507/2.jpg"
"188","19XFL2H84SE019507",3,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H84SE019507/3.jpg"
"189","19XFL2H84SE019507",4,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H84SE019507/4.jpg"
"190","19XFL2H84SE019507",5,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H84SE019507/5.jpg"
"191","19XFL2H85PE019393",1,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H85PE019393/1.jpg"
"192","19XFL2H85PE019393",2,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H85PE019393/2.jpg"
"193","19XFL2H85PE019393",3,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H85PE019393/3.jpg"
"194","19XFL2H85PE019393",4,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H85PE019393/4.jpg"
"195","19XFL2H85PE019393",5,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H85PE019393/5.jpg"
"196","19XFL2H85TE000482",1,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H85TE000482/1.jpg"
"197","19XFL2H85TE000482",2,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H85TE000482/2.jpg"
"198","19XFL2H85TE000482",3,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H85TE000482/3.jpg"
"199","19XFL2H85TE000482",4,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H85TE000482/4.jpg"
"200","19XFL2H85TE000482",5,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H85TE000482/5.jpg"
"201","19XFL2H85TE009795",1,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H85TE009795/1.jpg"
"202","19XFL2H85TE009795",2,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H85TE009795/2.jpg"
"203","19XFL2H85TE009795",3,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H85TE009795/3.jpg"
"204","19XFL2H85TE009795",4,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H85TE009795/4.jpg"
"205","19XFL2H85TE009795",5,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H85TE009795/5.jpg"
"206","19XFL2H86RE030700",1,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H86RE030700/1.jpg"
"207","19XFL2H86RE030700",2,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H86RE030700/2.jpg"
"208","19XFL2H86RE030700",3,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H86RE030700/3.jpg"
"209","19XFL2H86RE030700",4,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H86RE030700/4.jpg"
"210","19XFL2H86RE030700",5,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H86RE030700/5.jpg"
"211","19XFL2H87PE003762",1,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H87PE003762/1.jpg"
"212","19XFL2H87PE003762",2,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H87PE003762/2.jpg"
"213","19XFL2H87PE003762",3,"https://storage.googleapis.com/bronze-car-recsys/images/post_images/19XFL2H87PE003762/3.jpg"
